input,output
"""어머나! 그 놈아!""",가끔씩 그는 이런 헛소리를 되뇌었다. 이런 말만으로도 이 기록이 어떤 의미를 갖는지 짐작할 수 있었다.
"""죽여버려! 죽여!""","이렇게 외칠 때마다 현순의 얼굴은 왜곡되었다. 40도의 열을 끌고서도 의식을 잃고, "
"""한성 씨! 한성 씨!"" ""무슨 일인가요?""",B여사는 바지를 꿰며 물었습니다.
"""아마도 몰핀을 먹은 모양이에요, 좋을 일은 아니지만...""",그들이 가는 날은 의사도 다녀간 후였습니다. 
"""현순아!""",라고 한성이 부르자 현순은 겨우 눈을 떴다가 잠시 쳐다보다가 다시 눈을 감았습니다. 그럼에도 불구하고 큰 눈물이 자신의 눈보다도 더 섧게 천천히 흘러내리고 있었습니다.
"""선생님, 나는 어리석은 계집이라고요. 거미줄을 타고 세상을 건너려던 어리석은 계집이지만, 선생님의 품 안에서 죽게 된 것만으로도 행복한 기분이 듭니다...""","혀도 굳어져 오래되었습니다. 현순은 가슴 속에 쌓인 한숨을 입으로 전할 길이 없어서, 간단하지만 깊은 감정을 담은 편지를 A와 한성에게 한 장씩 남기고 영원히 떠났습니다."
"""이 놈아! 이 사람아! 이 된놈아!""",
"""앗, 저기요! 이 사람이야말로!""",가끔 이런 헛소리를 되뇌었습니다. 이렇게만 해도 이 기록이 어떤 의미를 가지는지 짐작할 수 있었습니다.
"""죽여라! 죽여!""","이렇게 소리지르면서 현순의 얼굴은 찌푸려졌습니다. 열이 사십도까지 오른 후에는 전혀 의식을 잃고, "
"""한성 씨! 한성 씨!""","라고 되풀이하던 현순은 한성을 옆에 두고 그대로 떠났습니다.하지만 그의 공포와 기쁨 가득한 삶은 여기서 끝이 났습니다.가고만 남은 현순. 그 여성의 500 페이지에 이르는 참회록은 소설가인 한성이 발표할 예정이므로, 작가는 이 이야기를 여기서 마무리하고자 합니다.작가가 바라는 것은 한성과 같은 글쓰기를 하는 작가가 그 여성의 기록에 너무 많이 영향을 받지 않길 바라는 것뿐입니다.  B사감이 감독하는 기숙사에서 최근 이상한 일이 발생했다는 소문이 돌고 있다고 합니다. 그 이상한 일이 언제부터 시작된 것인지는 정확히 알 수 없지만, 그것은 귀신이 관여하고 있다는 말뿐입니다.그 일은 밤이 깊어갈수록 생기기 시작했습니다. 모든 기숙생들이 잠들어 푹 자는 시간에 이상한 깔깔대는 웃음과 속삭이는 말소리가 퍼져나갔습니다. 처음에는 한 밤이 아니라 두 밤이 지난 후에야 그 소리가 주변 기숙생의 귀에 들렸지만, 잠들기 전 마치 잠꼬대하는 기숙생들의 소리나 달빛에 날개를 펄럭이며 우는 기러기의 소리처럼 흘러들어왔습니다.도깨비의 장난인가 하여 무시하려 했지만, 무섭고 불길한 기운이 느껴져 동무를 깨워볼까 생각하던 찰나에 그 소리가 멀리서 들려왔습니다. 그러나 동무는 깨지 않고, 그 소리는 다른 방에서 잠자는 동무들의 잠꼬대로 여기며, 내가 그 소리를 듣고 난 후 멀리서 밤의 소리가 들린다는 이야기를 하거나 다른 이웃 집에서 소문을 퍼뜨리곤 했습니다. 그래서 내가 보고 있는 것을 너무 어림없고 어이없다고 생각하고는 자신을 안심시키고 그대로 자게 되었습니다.그러나 이 수수께끼는 어느 순간 풀리게 되었습니다. 그 때 또한 굉장한 우연인데, 한 방에서 자고 있던 세 명의 학생들이 동시에 깨어났습니다. 첫째로, 한 여학생이 소변을 보기 위해 일어났고, 그 소리를 듣고 둘째와 셋째 여학생을 깨웠습니다."
"""저 소리를 들어봐요. 밤중에 무슨 소리인 걸까요.""",첫째 여학생은 무서운 빛을 띤 눈으로 말했습니다.
"""어젯밤에 나도 그 소리에 놀랐어요. 도깨비가 나타난 걸까요?""",둘째 여학생도 잠에 들려는 눈을 비비며 의심스럽게 말했습니다. 그 중에서 가장 나이가 많고 장난을 잘 치고 짓궂은 일을 잘하는 셋째 여학생은 동무의 말을 의심하듯 귀를 기울이다가
"""조금 수상한 것 같아요. 언젠가 한번 들어본 것 같은데. 잠이 오지 않는 아이들이 얘기하는 건가요?""",그때 괴상한 소리가 들려왔습니다. 세 명의 여학생은 귀를 쫑긋하게 대었습니다. 조용한 밤 중에 다른 파동이 없는 공기는 그 수상한 말 한마디를 마치 곁에서 전해주는 듯이 명확하게 전달되었습니다.
"""오, 태훈씨! 그럼 작히 좋을까요?""",아찔한 여자의 목소리였습니다.
"""이제 그만둬요. '키스'가 너무 길지 않아요. 다른 사람이 보면 어떻게 할 건가요.""","경숙씨가 좋으시다면 얼마나 기쁘실까요. 아, 오직 경숙씨에게 바친 내 뜨거운 마음을 이제야 아셨겠죠!"
"""길면 더 좋지 않을까요? 나는 내 목숨이 끊어질 때까지 '키스'해도 길다고 생각 못할 거예요. 그래도 짧게만 하겠습니다.""","사내의 열정이 목청에 날카롭게 전달되었습니다. 잠시 침묵이 이어지고,"
"""나는 싫어요. 당신 같은 사내는 난 싫어요.""",부드러운 여자의 말투였습니다.
"""나의 천사, 나의 하늘, 나의 여왕, 나의 생명, 나의 사랑, 나를 살려주세요, 나를 구해주세요.""","사내의 열정적인 말끝은 여자의 사랑스러운 웃음에 묻혔습니다.  이것은 사랑에 얽매인 남녀의 허무로운 연애 사건입니다. 감금이 심한 기숙사에서 이런 일이 벌어질 줄은 세 여학생조차 예상치 못했습니다. 그들의 얼굴에는 놀라움과 무서움이 공존했지만, 호기심으로 점차 밝아지기 시작했습니다.그들의 마음 속에는 언제나 로맨틱한 생각이 떠올랐습니다. 학교 근처를 돌아다니며 자신의 여자 애인을 보기 위해 기다리다가 가슴이 뛰어넘어 밤을 돌파한 것일지도 모르겠습니다.모든 조명이 꺼지고 오직 밝은 달빛만이 은빛 가루처럼 소금처럼 창문을 통해 들어와 소리 없이 열렸고, 여자 애인은 하얀 수건을 흔들며 사내 애인을 부른 것일지도 모르겠습니다.장면은 활동사진을 보는 것처럼 길고 흥미로운 키스로 이어졌습니다. 한 명은 위에서 당기고 한 명은 아래에서 매달려 디룽디룽 소리를 내며 올라갔을 것이라고 추측해봅니다. 그래서 두 애인은 만남을 가졌고, 나와 같은 사랑의 속삭임에 자주 빠졌을 것입니다. 꿈 같은 감정이 안개 모양으로 세 여자의 몸과 마음을 감싸 돌았습니다.그들의 뺨은 뜨거워졌습니다. 이상한 소리가 다시 일어났습니다."
"""우리 구경 가볼까요?""",이번에는 더욱 혼란스러운 표정으로 말합니다.
"""나의 천사, 나의 하늘, 나의 여왕, 나의 생명, 나의 사랑, 나를 살려주세요, 나를 구해주세요.""",사내는 절망적으로 애원합니다.
"""난 싫어요. 당신 같은 사내는 난 싫어요.""","짖궂은 세째 여학생은 일어서며 이런 제안을 합니다. 다른 여학생들도 그 말에 찬성한다는 듯이 일어섰지만, 의아함과 두려움, 호기심이 섞인 표정을 서로 교환하며 망설였지만 마침내 문을 열고 나왔습니다. 그들의 발걸음은 삐걱거리며 조심스럽게 소리나는 곳으로 향했습니다. 어둠 속을 기어다니는 그들의 모습은 그림자처럼 소리 없이 움직였습니다.소리가 나는 방은 쉽게 찾을 수 있었습니다. 그들은 방 앞에서 주춤거리며 걸음을 멈추었을 때 크게 놀랐습니다. 그 소리의 출처가 자신들의 방 바로 옆인 사감실이었을 줄은 상상하지 못했습니다. 그 방에서 여전히 사내의 불평이 되풀이되고 있다는 사실에 여전히 혼자 앉아 있는 B사감이 있었습니다.B사감은 두 팔을 벌리고 안경을 벗은 근시안으로 눈 하나를 목표로 삼아 애원하는 표정을 짓습니다. 입을 앙다물고 입술을 내민 채 사내의 목소리를 내뱉으며, "
"""아마 미쳤나봐요. 밤중에 혼자 일어나서 왜 저리 말을 하는 걸까요.""",라고 중얼거립니다. 그러다가 의도치 않게 회전하며 시선을 돌리고 이번에는 경쾌한 계집의 목소리로 말하며 웃습니다.
"""길 좀 비켜주세요.""",첫째 여학생이 속삭였습니다.
"""이게 너희의 길이냐?""",둘째 여학생이 말했습니다.
"""개종자야!""",
"""이 녀석을... 음, 이런! 원한다면... 어, 분해...""",씨는 첫 마디로 성을 내며 그의 친구들도 씨를 무서워해 멀리하려고 했습니다.그러나 이 교만하고 남을 싫어하는 씨가 큰 타격을 입게 되었습니다. 그것은 다른 사람이 아니었습니다. 씨가 매일 은행에 다닐 때 항상 마주치게 되는 한 사람의 얼굴을 보기 싫어해서였습니다. 그 사람은 코를 자랑스럽게 높게 들고 이 세상에 자신 외에는 없는 것처럼 걷어다닙니다. 씨는 그 사람을 만날 때마다 목이 자동으로 숙여지는 것을 느꼈습니다.
"""에헴"" ""어디 보자 너희들""","그 일을 떠올릴 때마다 씨는 스스로를 저렇게 비난했습니다.하지만 분노는 가라앉지 않았습니다.어느 날 아침, 씨는 오늘은 그 사람을 꼭 때려눕히기로 결심했습니다.어떻게든 그 사람과 마주치는 곳까지 걸어갔습니다. 그 사람은 저 멀리 모퉁이에서 천천히 다가오고 있었습니다. 역시 그의 코는 하늘을 향하고 있었습니다. 입에서는 담배 연기가 마치 자신의 주인을 경배하는 듯이 올라갔습니다.씨도 힘을 다해 눈을 피했습니다. 혈관이 팽창한 그의 눈은 아프기까지 했습니다. 그러나 그 사람은 씨의 눈과 같은 것은 이 세상에 자신의 존재마저 모른다는 듯이 태연히 걸어갔습니다.다시 모욕당했습니다. 은행에서 업무를 보는 하루 종일 씨의 머리 속에서는 계속해서 모욕당한 생각이 사라지지 않았습니다."
"""너희들은 당파 싸움에 나라마저 팔아먹었구나""","그 날 밤, 씨는 밤새도록 헛소리를 내뱉으며 분노에 불타서 열을 냈습니다. 아내는 영어를 몰라 은행에서 누군가에게 따귀를 맞았나 걱정하며 씨를 돌보았습니다. 그러나 다음 날 아침 씨는 분연히 일어났습니다.그리고 오늘도 출근할 것인가 라는 아내의 물음에 당연한 일이라고 소리치고 조반을 먹고 다시 나섰습니다.에 이 녀석을 오늘은 어제 원수를 갚아야겠다. 씨는 어제 그 사람이 담배를 물었던 것이 더욱 자신을 모욕한 것 같아서 오늘은 자신도 그 사람을 모욕하는 의미로 담배를 피우고 천천히 걸었습니다.그 사람은 역시 그 모퉁이에서 나왔습니다. 저 자식. 씨는 결심을 굳게 먹고 어제 원수를 꼭 갚겠다고 거만한 걸음으로 걸었습니다.하지만 그 사람은 여전히 씨와 담배 같은 것조차 알지 못하는 듯이 걷어왔습니다. 씨는 너무 답답해서 그 사람과 자신 사이가 10보 정도로 가까워지자 "
"""너희들 권력을 잡았다고 생각하면서 우리끼리만 혜택을 누리지. 나의 놈은 사둔의 친척까지도 포함해서 다 내가 돌보겠다. 함께 하면서 옛친구의 의리를 지키며 어디를 가보자 너희들""",아버지의 장례를 치르고 정신을 차리면서 디씨가 처음으로 입 밖에 내뱉은 말이었다. 
"""잠깐만 기다려봐. 두고 봅시다. 제놈들이 얼마나 이용하는지 한번 두고 보자. 내 눈으로 확인해야 말이지""","15살에 무슨 알겠는가, 어린 아이가 12살이면 호패를 차는 시대였고 또 어렸을 때부터 신동으로 불렸던 디씨이기도 했다. 아니면 어릴 때부터 권세를 잡지 못한 불운한 남산골 샌님들이 모여 앉아 비분의 눈물을 흘리는 광경만을 보면서 자란 디씨이기도 했다. 그렇기에 그 자신도 '권세'라는 것이 얼마나 아름답고 위대한 것인지 잘 알고 있었다."
"""이놈들 어디 좀 보자""",
"""애써봐""","디씨의 아버지 디생원과 그의 친구들은 집에서 빚은 술과 김치 한 그릇을 안주삼아 가져다놓고 이렇게 밤을 새우곤했다.  디씨가 권력이 얼마나 좋고 아름다운 것인지를 알게 된 것은 이 때문이었지만, 그가 자주 하는 버릇 중 하나인 "
"""얘, 디의 아들이란 녀석 참 그지같은 녀석""",라고 근심하며 말하는 것도 사실은 남산골 샌님들로부터 배운 것으로 볼 수 있다. 문제에 직면하면 
"""사람이 없는 놈이 까치 뱃바닥처럼 흰 체하네""","라고 하는 기침이 마치 이 세상에 도전하는 것처럼 된 것도 그의 아버지 디생원으로부터 배운 것이고, 세상 모든 일에 아랫입술을 내리지 않고 약간 앞으로 내민 채로 입을 조심스럽게 움직이며 한 쪽 눈을 가볍게 감고 선망스럽게 바라보는 버릇은 사실 아버지의 성격을 그대로 이어받은 것이다.의식하지 않고 거의 무의식으로 되어버린 것이지만, 다른 권력 앞에서 아부를 하는 법을 모르는 그의 강한 성격도, 모르는 사람들은 그를 순서 있는 서울 태생의 권세를 찬양한다고 오해하지만, 근본을 따져보면 아버지 디생원의 성품을 그대로 물려받은 결과이다."
"""디란 녀석은 꽤나 깐족이더군. 때로는 딱한 생각이 들어서 내뱉었던 손도 되굽혀야만 하는구나.""",
